file, #v, #c, #l
cnf/soos/or-50-20-8-UC-30.cnf.gz.no_w.cnf, 100, 250, 665
cnf/soos/90-19-10-q.cnf.gz.no_w.cnf, 1729, 2736, 6263
cnf/soos/or-70-5-7-UC-20.cnf.gz.no_w.cnf, 140, 350, 921
cnf/soos/leader_sync4_11.pm_5steps_7int_19fract_elected_under.dimacs.gz.no_w.cnf, 205198, 129149, 709119
cnf/soos/herman15.pm_20steps_6int_1fract_stable_under.dimacs.gz.no_w.cnf, 145367, 74583, 294600
cnf/soos/s838_7_4.cnf.gz.no_w.cnf, 616, 1490, 3398
cnf/soos/75-18-4-q.cnf.gz.no_w.cnf, 1548, 2448, 6527
cnf/soos/blasted_TR_b12_2_linear.cnf.gz.no_w.cnf, 2426, 8373, 22684
cnf/soos/or-50-10-5-UC-20.cnf.gz.no_w.cnf, 100, 250, 659
cnf/soos/egl.pm_100steps_6int_1fract_unfairA_N=10_L=4under.dimacs.gz.no_w.cnf, 7695558, 5729026, 22661982
cnf/soos/or-100-10-3-UC-30.cnf.gz.no_w.cnf, 200, 500, 1329
cnf/soos/30.sk_5_76.cnf.gz.no_w.cnf, 29621, 112297, 274633
cnf/soos/or-70-10-2-UC-40.cnf.gz.no_w.cnf, 140, 350, 936
cnf/soos/modexp8-5-8.cnf.gz.no_w.cnf, 101553, 402654, 1185396
cnf/soos/or-50-20-3.cnf.gz.no_w.cnf, 100, 250, 650
cnf/soos/blasted_case55.cnf.gz.no_w.cnf, 149, 442, 1180
cnf/soos/90-22-8-q.cnf.gz.no_w.cnf, 2332, 3696, 8083
cnf/soos/75-12-1-q.cnf.gz.no_w.cnf, 672, 1056, 2869
cnf/soos/75-12-4-q.cnf.gz.no_w.cnf, 672, 1056, 2825
cnf/soos/or-100-5-7.cnf.gz.no_w.cnf, 200, 500, 1300
cnf/soos/or-60-20-6-UC-10.cnf.gz.no_w.cnf, 120, 300, 788
cnf/soos/or-100-10-1-UC-10.cnf.gz.no_w.cnf, 200, 500, 1310
cnf/soos/or-100-10-10.cnf.gz.no_w.cnf, 200, 500, 1300
cnf/soos/blasted_case204.cnf.gz.no_w.cnf, 214, 580, 1526
cnf/soos/75-25-10-q.cnf.gz.no_w.cnf, 3025, 4800, 13077
cnf/soos/brp.pm_14steps_14int_8fract_p1_N=3000_MAX=4under.dimacs.gz.no_w.cnf, 115530, 70083, 289405
cnf/soos/12A-3.cnf.gz.no_w.cnf, 6442, 24589, 71268
cnf/soos/or-50-5-3-UC-20.cnf.gz.no_w.cnf, 100, 250, 663
cnf/soos/or-50-20-1-UC-10.cnf.gz.no_w.cnf, 100, 250, 654
cnf/soos/blasted_case_2_b14_2.cnf.gz.no_w.cnf, 270, 805, 2158
cnf/soos/90-16-3-q.cnf.gz.no_w.cnf, 1216, 1920, 4425
cnf/soos/75-24-4-q.cnf.gz.no_w.cnf, 2784, 4416, 11769
cnf/soos/or-50-10-8-UC-30.cnf.gz.no_w.cnf, 100, 250, 667
cnf/soos/or-100-5-5-UC-50.cnf.gz.no_w.cnf, 200, 500, 1347
cnf/soos/90-50-7-q.cnf.gz.no_w.cnf, 12300, 19600, 44903
cnf/soos/or-100-10-7.cnf.gz.no_w.cnf, 200, 500, 1300
cnf/soos/90-19-6-q.cnf.gz.no_w.cnf, 1729, 2736, 6371
cnf/soos/or-70-20-9-UC-10.cnf.gz.no_w.cnf, 140, 350, 921
cnf/soos/or-60-20-1-UC-30.cnf.gz.no_w.cnf, 120, 300, 799
cnf/soos/75-20-1-q.cnf.gz.no_w.cnf, 1920, 3040, 8043
cnf/soos/modexp8-8-8.cnf.gz.no_w.cnf, 162417, 644238, 1896612
cnf/soos/75-12-9-q.cnf.gz.no_w.cnf, 672, 1056, 2829
cnf/soos/min-24s.cnf.gz.no_w.cnf, 3377, 11246, 36372
cnf/soos/50-10-8-q.cnf.gz.no_w.cnf, 460, 720, 2397
cnf/soos/s526_3_2.cnf.gz.no_w.cnf, 365, 943, 2147
cnf/soos/50-14-8-q.cnf.gz.no_w.cnf, 924, 1456, 4853
cnf/soos/or-50-10-6-UC-30.cnf.gz.no_w.cnf, 100, 250, 662
cnf/soos/leader_sync4_11.pm_5steps_7int_5fract_elected_neg_under.dimacs.gz.no_w.cnf, 54283, 26786, 141495
cnf/soos/modexp8-8-3.cnf.gz.no_w.cnf, 167025, 630158, 1831844
cnf/soos/leader_sync4_11.pm_5steps_7int_5fract_elected_over.dimacs.gz.no_w.cnf, 53866, 26449, 148574
cnf/soos/or-60-20-8.cnf.gz.no_w.cnf, 120, 300, 780
cnf/soos/or-60-5-3-UC-20.cnf.gz.no_w.cnf, 120, 300, 787
cnf/soos/s9234a_7_4.cnf.gz.no_w.cnf, 6313, 14555, 31561
cnf/soos/or-50-20-7-UC-40.cnf.gz.no_w.cnf, 100, 250, 670
cnf/soos/blasted_case135.cnf.gz.no_w.cnf, 236, 708, 1956
cnf/soos/04B-4.cnf.gz.no_w.cnf, 36636, 164089, 487033
cnf/soos/or-100-10-1-UC-60.cnf.gz.no_w.cnf, 200, 500, 1353
cnf/soos/or-100-20-7-UC-40.cnf.gz.no_w.cnf, 200, 500, 1339
cnf/soos/or-60-10-9-UC-20.cnf.gz.no_w.cnf, 120, 300, 792
cnf/soos/s35932_3_2.cnf.gz.no_w.cnf, 17831, 44349, 100911
cnf/soos/75-21-4-q.cnf.gz.no_w.cnf, 2121, 3360, 9045
cnf/soos/or-70-5-6-UC-10.cnf.gz.no_w.cnf, 140, 350, 914
cnf/soos/brp.pm_14steps_14int_8fract_p1_N=5000_MAX=4under.dimacs.gz.no_w.cnf, 116538, 71178, 296070
cnf/soos/or-70-10-2-UC-20.cnf.gz.no_w.cnf, 140, 350, 922
cnf/soos/or-70-10-8.cnf.gz.no_w.cnf, 140, 350, 910
cnf/soos/90-25-4-q.cnf.gz.no_w.cnf, 3025, 4800, 11023
cnf/soos/blasted_squaring25.cnf.gz.no_w.cnf, 846, 2947, 8165
cnf/soos/50-12-5-q.cnf.gz.no_w.cnf, 672, 1056, 3845
cnf/soos/13B-2.cnf.gz.no_w.cnf, 37913, 173793, 516103
cnf/soos/07B-6.cnf.gz.no_w.cnf, 63391, 286194, 849908
cnf/soos/50-10-2-q.cnf.gz.no_w.cnf, 460, 720, 2695
cnf/soos/or-100-20-9.cnf.gz.no_w.cnf, 200, 500, 1300
cnf/soos/80.sk_2_48.cnf.gz.no_w.cnf, 4969, 17060, 40683
cnf/soos/75-22-2-q.cnf.gz.no_w.cnf, 2332, 3696, 10359
cnf/soos/or-50-10-2-UC-10.cnf.gz.no_w.cnf, 100, 250, 657
cnf/soos/or-50-5-3.cnf.gz.no_w.cnf, 100, 250, 650
cnf/soos/or-60-20-10.cnf.gz.no_w.cnf, 120, 300, 780
cnf/soos/10B-4.cnf.gz.no_w.cnf, 49980, 225261, 668715
cnf/soos/90-16-5-q.cnf.gz.no_w.cnf, 1216, 1920, 4325
cnf/soos/10B-6.cnf.gz.no_w.cnf, 73040, 329877, 980317
cnf/soos/or-50-5-5-UC-30.cnf.gz.no_w.cnf, 100, 250, 662
cnf/soos/or-100-20-10-UC-40.cnf.gz.no_w.cnf, 200, 500, 1339
cnf/soos/75-17-8-q.cnf.gz.no_w.cnf, 1377, 2176, 6001
cnf/soos/leader_sync4_11.pm_5steps_7int_20fract_elected_neg_under.dimacs.gz.no_w.cnf, 217363, 137646, 754760
cnf/soos/egl.pm_100steps_6int_1fract_unfairA_N=10_L=2over.dimacs.gz.no_w.cnf, 7593934, 5722907, 22612077
cnf/soos/s13207a_15_7.cnf.gz.no_w.cnf, 9455, 20919, 45397
cnf/soos/75-15-5-q.cnf.gz.no_w.cnf, 1065, 1680, 4573
cnf/soos/leader_sync4_11.pm_5steps_7int_5fract_elected_under.dimacs.gz.no_w.cnf, 54278, 26809, 141514
cnf/soos/blasted_squaring5.cnf.gz.no_w.cnf, 885, 2809, 7513
cnf/soos/or-70-10-6-UC-20.cnf.gz.no_w.cnf, 140, 350, 921
cnf/soos/32.sk_4_38.cnf.gz.no_w.cnf, 3834, 13594, 29194
cnf/soos/or-70-5-7-UC-30.cnf.gz.no_w.cnf, 140, 350, 930
cnf/soos/75-18-5-q.cnf.gz.no_w.cnf, 1548, 2448, 6547
cnf/soos/or-100-5-5-UC-20.cnf.gz.no_w.cnf, 200, 500, 1318
cnf/soos/90-21-4-q.cnf.gz.no_w.cnf, 2121, 3360, 7411
cnf/soos/90-25-1-q.cnf.gz.no_w.cnf, 3025, 4800, 10863
cnf/soos/or-100-5-3-UC-30.cnf.gz.no_w.cnf, 200, 500, 1327
cnf/soos/or-60-10-9-UC-10.cnf.gz.no_w.cnf, 120, 300, 786
cnf/soos/27.sk_3_32.cnf.gz.no_w.cnf, 1509, 2707, 5210
cnf/soos/or-60-20-7-UC-40.cnf.gz.no_w.cnf, 120, 300, 806
cnf/soos/13B-4.cnf.gz.no_w.cnf, 71599, 330071, 982417
cnf/soos/10A-1.cnf.gz.no_w.cnf, 3169, 12268, 35338
cnf/soos/90-25-7-q.cnf.gz.no_w.cnf, 3025, 4800, 11263
cnf/soos/90-21-5-q.cnf.gz.no_w.cnf, 2121, 3360, 7891
cnf/soos/or-100-20-6-UC-50.cnf.gz.no_w.cnf, 200, 500, 1345
cnf/soos/blasted_squaring29.cnf.gz.no_w.cnf, 1141, 4248, 11888
cnf/soos/05A-1.cnf.gz.no_w.cnf, 2286, 8823, 25518
cnf/soos/blasted_squaring28.cnf.gz.no_w.cnf, 1060, 3839, 10661
cnf/soos/blasted_case24.cnf.gz.no_w.cnf, 65, 190, 526
cnf/soos/77.sk_3_44.cnf.gz.no_w.cnf, 14535, 27573, 55773
cnf/soos/or-70-10-8-UC-30.cnf.gz.no_w.cnf, 140, 350, 934
cnf/soos/or-100-5-4-UC-40.cnf.gz.no_w.cnf, 200, 500, 1343
cnf/soos/50-16-5-q.cnf.gz.no_w.cnf, 1216, 1920, 6691
cnf/soos/4step.cnf.gz.no_w.cnf, 165, 418, 1248
cnf/soos/brp.pm_14steps_12int_8fract_p1_N=1000_MAX=4under.dimacs.gz.no_w.cnf, 105265, 63340, 255089
cnf/soos/12B-2.cnf.gz.no_w.cnf, 30710, 138634, 410426
cnf/soos/07B-3.cnf.gz.no_w.cnf, 33058, 148638, 440621
cnf/soos/egl.pm_100steps_6int_1fract_unfairA_N=7_L=2over.dimacs.gz.no_w.cnf, 7594746, 5723616, 22613006
cnf/soos/s953a_3_2.cnf.gz.no_w.cnf, 515, 1297, 2951
cnf/soos/blasted_case58.cnf.gz.no_w.cnf, 96, 299, 857
cnf/soos/or-50-10-4-UC-30.cnf.gz.no_w.cnf, 100, 250, 663
cnf/soos/leader_sync4_11.pm_5steps_7int_6fract_elected_neg_over.dimacs.gz.no_w.cnf, 60805, 30386, 174040
cnf/soos/or-60-5-1.cnf.gz.no_w.cnf, 120, 300, 780
cnf/soos/or-70-20-8-UC-20.cnf.gz.no_w.cnf, 140, 350, 920
cnf/soos/leader_sync6_64.pm_7steps_7int_6fract_elected_over.dimacs.gz.no_w.cnf, 325393, 180554, 1432972
cnf/soos/leader_sync4_11.pm_5steps_7int_13fract_elected_over.dimacs.gz.no_w.cnf, 133982, 79349, 436859
cnf/soos/50-16-6-q.cnf.gz.no_w.cnf, 1216, 1920, 6603
cnf/soos/s420_new_7_4.cnf.gz.no_w.cnf, 312, 770, 1782
cnf/soos/or-60-10-1-UC-40.cnf.gz.no_w.cnf, 120, 300, 803
cnf/soos/50-10-9-q.cnf.gz.no_w.cnf, 460, 720, 2459
cnf/soos/partition.sk_22_155.cnf.gz.no_w.cnf, 151795, 689327, 1935035
cnf/soos/07A-1.cnf.gz.no_w.cnf, 3067, 12252, 35623
cnf/soos/17B-4.cnf.gz.no_w.cnf, 43258, 194844, 578020
cnf/soos/leader_sync4_11.pm_5steps_7int_19fract_elected_neg_under.dimacs.gz.no_w.cnf, 205203, 129126, 709100
cnf/soos/hash-11.cnf.gz.no_w.cnf, 517921, 2078651, 6088723
cnf/soos/leader_sync3_2.pm_4steps_7int_1fract_elected_under.dimacs.gz.no_w.cnf, 16659, 8581, 30989
cnf/soos/or-50-20-10-UC-40.cnf.gz.no_w.cnf, 100, 250, 674
cnf/soos/75-19-2-q.cnf.gz.no_w.cnf, 1729, 2736, 7905
cnf/soos/or-60-20-5.cnf.gz.no_w.cnf, 120, 300, 780
cnf/soos/90-30-9-q.cnf.gz.no_w.cnf, 4380, 6960, 15925
cnf/soos/06A-2.cnf.gz.no_w.cnf, 3857, 15028, 43884
cnf/soos/90-17-5-q.cnf.gz.no_w.cnf, 1377, 2176, 4827
cnf/soos/blasted_case201.cnf.gz.no_w.cnf, 200, 544, 1426
cnf/soos/or-100-20-7-UC-30.cnf.gz.no_w.cnf, 200, 500, 1332
cnf/soos/or-100-20-3-UC-30.cnf.gz.no_w.cnf, 200, 500, 1327
cnf/soos/blasted_case209.cnf.gz.no_w.cnf, 1189, 3477, 8733
cnf/soos/or-100-5-10.cnf.gz.no_w.cnf, 200, 500, 1300
cnf/soos/or-100-10-6-UC-10.cnf.gz.no_w.cnf, 200, 500, 1305
cnf/soos/modexp8-4-3.cnf.gz.no_w.cnf, 83569, 315086, 915940
cnf/soos/90-42-5-q.cnf.gz.no_w.cnf, 8652, 13776, 31259
cnf/soos/90-26-3-q.cnf.gz.no_w.cnf, 3276, 5200, 11719
cnf/soos/or-60-10-2-UC-40.cnf.gz.no_w.cnf, 120, 300, 807
cnf/soos/or-70-5-3-UC-10.cnf.gz.no_w.cnf, 140, 350, 924
cnf/soos/or-70-10-3.cnf.gz.no_w.cnf, 140, 350, 910
cnf/soos/90-23-7-q.cnf.gz.no_w.cnf, 2553, 4048, 9177
cnf/soos/or-60-20-4-UC-30.cnf.gz.no_w.cnf, 120, 300, 796
cnf/soos/blasted_case127.cnf.gz.no_w.cnf, 36, 104, 282
cnf/soos/brp.pm_14steps_14int_8fract_p1_N=4000_MAX=4under.dimacs.gz.no_w.cnf, 115553, 70576, 293889
cnf/soos/90-22-4-q.cnf.gz.no_w.cnf, 2332, 3696, 8305
cnf/soos/or-100-5-10-UC-60.cnf.gz.no_w.cnf, 200, 500, 1362
cnf/soos/s713_7_4.cnf.gz.no_w.cnf, 527, 1193, 2661
cnf/soos/prod-20.cnf.gz.no_w.cnf, 37321, 186734, 552676
cnf/soos/or-70-10-1-UC-40.cnf.gz.no_w.cnf, 140, 350, 938
cnf/soos/or-100-5-6.cnf.gz.no_w.cnf, 200, 500, 1300
cnf/soos/egl.pm_100steps_6int_1fract_unfairA_N=7_L=2under.dimacs.gz.no_w.cnf, 7594746, 5723616, 22613006
cnf/soos/s38584_3_2.cnf.gz.no_w.cnf, 23405, 57394, 128300
cnf/soos/or-50-20-9-UC-40.cnf.gz.no_w.cnf, 100, 250, 672
cnf/soos/s641_15_7.cnf.gz.no_w.cnf, 576, 1399, 3303
cnf/soos/leader_sync4_11.pm_5steps_7int_7fract_elected_neg_over.dimacs.gz.no_w.cnf, 68660, 35086, 199240
cnf/soos/06A-3.cnf.gz.no_w.cnf, 5488, 21477, 62930
cnf/soos/90-17-3-q.cnf.gz.no_w.cnf, 1377, 2176, 4995
cnf/soos/blasted_case38.cnf.gz.no_w.cnf, 143, 568, 1646
cnf/soos/or-60-5-5-UC-30.cnf.gz.no_w.cnf, 120, 300, 795
cnf/soos/brp.pm_14steps_12int_8fract_p1_N=400_MAX=4over.dimacs.gz.no_w.cnf, 104695, 62931, 248859
cnf/soos/or-100-10-2-UC-20.cnf.gz.no_w.cnf, 200, 500, 1319
cnf/soos/tire-1.cnf.gz.no_w.cnf, 352, 1038, 2133
cnf/soos/s526a_7_4.cnf.gz.no_w.cnf, 384, 1020, 2368
cnf/soos/or-70-5-4-UC-40.cnf.gz.no_w.cnf, 140, 350, 937
cnf/soos/blasted_case9.cnf.gz.no_w.cnf, 279, 753, 2054
cnf/soos/08A-2.cnf.gz.no_w.cnf, 5508, 22235, 65049
cnf/soos/75-15-2-q.cnf.gz.no_w.cnf, 1065, 1680, 4613
cnf/soos/or-50-5-7-UC-30.cnf.gz.no_w.cnf, 100, 250, 664
cnf/soos/or-50-10-5-UC-10.cnf.gz.no_w.cnf, 100, 250, 656
cnf/soos/or-100-20-9-UC-50.cnf.gz.no_w.cnf, 200, 500, 1357
cnf/soos/or-100-10-10-UC-10.cnf.gz.no_w.cnf, 200, 500, 1310
cnf/soos/s298_15_7.cnf.gz.no_w.cnf, 292, 870, 2210
cnf/soos/or-70-20-6-UC-20.cnf.gz.no_w.cnf, 140, 350, 924
cnf/soos/75-10-1-q.cnf.gz.no_w.cnf, 460, 720, 1887
cnf/soos/min-6s.cnf.gz.no_w.cnf, 839, 2762, 8940
cnf/soos/11B-5.cnf.gz.no_w.cnf, 75399, 343555, 1020268
cnf/soos/or-50-20-7-UC-30.cnf.gz.no_w.cnf, 100, 250, 664
cnf/soos/or-70-10-4-UC-30.cnf.gz.no_w.cnf, 140, 350, 928
cnf/soos/or-50-10-5-UC-30.cnf.gz.no_w.cnf, 100, 250, 660
cnf/soos/75-19-3-q.cnf.gz.no_w.cnf, 1729, 2736, 7555
cnf/soos/brp.pm_14steps_12int_8fract_p1_N=1000_MAX=4over.dimacs.gz.no_w.cnf, 105601, 63606, 255803
cnf/soos/blasted_squaring9.cnf.gz.no_w.cnf, 1434, 5028, 13756
cnf/soos/50-18-1-q.cnf.gz.no_w.cnf, 1548, 2448, 8417
cnf/soos/s510_7_4.cnf.gz.no_w.cnf, 316, 844, 1978
cnf/soos/or-60-10-6.cnf.gz.no_w.cnf, 120, 300, 780
cnf/soos/tutorial3.sk_4_31.cnf.gz.no_w.cnf, 486193, 2598178, 7592013
cnf/soos/or-60-10-9.cnf.gz.no_w.cnf, 120, 300, 780
cnf/soos/blasted_case205.cnf.gz.no_w.cnf, 214, 580, 1526
cnf/soos/90-50-3-q.cnf.gz.no_w.cnf, 12300, 19600, 44645
cnf/soos/or-70-20-1-UC-30.cnf.gz.no_w.cnf, 140, 350, 932
cnf/soos/90-12-8-q.cnf.gz.no_w.cnf, 672, 1056, 2483
cnf/soos/log-4.cnf.gz.no_w.cnf, 2303, 20963, 63544
cnf/soos/or-100-10-10-UC-60.cnf.gz.no_w.cnf, 200, 500, 1356
cnf/soos/50-16-7-q.cnf.gz.no_w.cnf, 1216, 1920, 6485
cnf/soos/75-21-8-q.cnf.gz.no_w.cnf, 2121, 3360, 8877
cnf/soos/09B-2.cnf.gz.no_w.cnf, 29220, 132902, 394766
cnf/soos/75-22-7-q.cnf.gz.no_w.cnf, 2332, 3696, 10409
cnf/soos/min-4.cnf.gz.no_w.cnf, 797, 2102, 6740
cnf/soos/or-70-10-7.cnf.gz.no_w.cnf, 140, 350, 910
cnf/soos/75-19-8-q.cnf.gz.no_w.cnf, 1729, 2736, 7425
cnf/soos/blasted_case118.cnf.gz.no_w.cnf, 309, 1367, 4031
cnf/soos/90-15-2-q.cnf.gz.no_w.cnf, 1065, 1680, 4079
cnf/soos/90-24-4-q.cnf.gz.no_w.cnf, 2784, 4416, 10091
cnf/soos/17B-1.cnf.gz.no_w.cnf, 12925, 57288, 168733
cnf/soos/or-100-20-7.cnf.gz.no_w.cnf, 200, 500, 1300
cnf/soos/or-70-20-8-UC-40.cnf.gz.no_w.cnf, 140, 350, 938
cnf/soos/75-24-1-q.cnf.gz.no_w.cnf, 2784, 4416, 12417
cnf/soos/s27_7_4.cnf.gz.no_w.cnf, 24, 63, 155
cnf/soos/90-34-6-q.cnf.gz.no_w.cnf, 5644, 8976, 20135
cnf/soos/or-50-5-10-UC-30.cnf.gz.no_w.cnf, 100, 250, 666
cnf/soos/blasted_case30.cnf.gz.no_w.cnf, 68, 195, 529
cnf/soos/or-70-10-5-UC-20.cnf.gz.no_w.cnf, 140, 350, 922
cnf/soos/blasted_case123.cnf.gz.no_w.cnf, 267, 980, 2798
cnf/soos/or-100-10-9-UC-30.cnf.gz.no_w.cnf, 200, 500, 1330
cnf/soos/s641_3_2.cnf.gz.no_w.cnf, 489, 1039, 2247
cnf/soos/min-3s.cnf.gz.no_w.cnf, 431, 1373, 4443
cnf/soos/56.sk_6_38.cnf.gz.no_w.cnf, 4842, 17828, 40086
cnf/soos/or-100-20-1-UC-20.cnf.gz.no_w.cnf, 200, 500, 1316
cnf/soos/or-100-20-10-UC-50.cnf.gz.no_w.cnf, 200, 500, 1344
cnf/soos/or-50-5-9.cnf.gz.no_w.cnf, 100, 250, 650
cnf/soos/hash-12-7.cnf.gz.no_w.cnf, 571769, 2313650, 6786336
cnf/soos/or-70-5-2-UC-40.cnf.gz.no_w.cnf, 140, 350, 938
cnf/soos/prod-32.cnf.gz.no_w.cnf, 59689, 298766, 884260
cnf/soos/prod-1s.cnf.gz.no_w.cnf, 569, 2494, 7292
cnf/soos/or-100-10-2-UC-40.cnf.gz.no_w.cnf, 200, 500, 1335
cnf/soos/90-15-10-q.cnf.gz.no_w.cnf, 1065, 1680, 3815
cnf/soos/or-100-20-8-UC-40.cnf.gz.no_w.cnf, 200, 500, 1337
cnf/soos/or-70-5-4-UC-20.cnf.gz.no_w.cnf, 140, 350, 920
cnf/soos/blasted_case46.cnf.gz.no_w.cnf, 176, 660, 1892
cnf/soos/75-25-4-q.cnf.gz.no_w.cnf, 3025, 4800, 13269
cnf/soos/prod-28.cnf.gz.no_w.cnf, 52233, 261422, 773732
cnf/soos/90-17-4-q.cnf.gz.no_w.cnf, 1377, 2176, 4991
cnf/soos/or-100-5-9-UC-50.cnf.gz.no_w.cnf, 200, 500, 1349
cnf/soos/or-100-20-1-UC-60.cnf.gz.no_w.cnf, 200, 500, 1366
cnf/soos/crowds_big.pm_15steps_9int_7fract_PCTL_TotalRuns=40_CrowdSize=128over.dimacs.gz.no_w.cnf, 8115036, 7541354, 70506000
cnf/soos/modexp8-7-4.cnf.gz.no_w.cnf, 141681, 560798, 1649908
cnf/soos/or-60-10-5-UC-10.cnf.gz.no_w.cnf, 120, 300, 788
cnf/soos/or-100-20-5-UC-20.cnf.gz.no_w.cnf, 200, 500, 1319
cnf/soos/blasted_case_0_b12_2.cnf.gz.no_w.cnf, 827, 2725, 7268
cnf/soos/or-50-20-7-UC-20.cnf.gz.no_w.cnf, 100, 250, 662
cnf/soos/min-12.cnf.gz.no_w.cnf, 2281, 6338, 20328
cnf/soos/or-60-10-10-UC-40.cnf.gz.no_w.cnf, 120, 300, 804
cnf/soos/s349_15_7.cnf.gz.no_w.cnf, 285, 829, 2115
cnf/soos/or-50-5-10-UC-40.cnf.gz.no_w.cnf, 100, 250, 668
cnf/soos/90-18-1-q.cnf.gz.no_w.cnf, 1548, 2448, 5613
cnf/soos/or-100-20-7-UC-50.cnf.gz.no_w.cnf, 200, 500, 1349
cnf/soos/leader_sync4_11.pm_5steps_7int_18fract_elected_neg_over.dimacs.gz.no_w.cnf, 191147, 119046, 649300
cnf/soos/75-19-10-q.cnf.gz.no_w.cnf, 1729, 2736, 7681
cnf/soos/blasted_case214.cnf.gz.no_w.cnf, 645, 1883, 4789
cnf/soos/blasted_case11.cnf.gz.no_w.cnf, 105, 371, 1061
cnf/soos/reverse.sk_11_258.cnf.gz.no_w.cnf, 75641, 380869, 932696
cnf/soos/10B-8.cnf.gz.no_w.cnf, 96100, 434493, 1291919
cnf/soos/or-60-20-7-UC-20.cnf.gz.no_w.cnf, 120, 300, 794
cnf/soos/prod-4s.cnf.gz.no_w.cnf, 2201, 9934, 29060
cnf/soos/or-50-10-7-UC-10.cnf.gz.no_w.cnf, 100, 250, 654
cnf/soos/blasted_case111.cnf.gz.no_w.cnf, 306, 1358, 4004
cnf/soos/blasted_squaring7.cnf.gz.no_w.cnf, 1628, 5837, 16063
cnf/soos/75-17-4-q.cnf.gz.no_w.cnf, 1377, 2176, 6039
cnf/soos/or-50-20-4-UC-40.cnf.gz.no_w.cnf, 100, 250, 667
cnf/soos/or-70-20-4-UC-20.cnf.gz.no_w.cnf, 140, 350, 921
cnf/soos/min-20s.cnf.gz.no_w.cnf, 2821, 9374, 30316
cnf/soos/leader_sync4_11.pm_5steps_7int_16fract_elected_neg_over.dimacs.gz.no_w.cnf, 168487, 103266, 564480
cnf/soos/leader_sync4_11.pm_5steps_7int_7fract_elected_under.dimacs.gz.no_w.cnf, 70811, 36609, 207679
cnf/soos/90-23-2-q.cnf.gz.no_w.cnf, 2553, 4048, 9587
cnf/soos/or-70-20-3-UC-20.cnf.gz.no_w.cnf, 140, 350, 925
cnf/soos/modexp8-6-2.cnf.gz.no_w.cnf, 122033, 503630, 1494180
cnf/soos/prod-16.cnf.gz.no_w.cnf, 29865, 149390, 442148
cnf/soos/or-50-20-4-UC-10.cnf.gz.no_w.cnf, 100, 250, 655
cnf/soos/blasted_case125.cnf.gz.no_w.cnf, 393, 1555, 4481
cnf/soos/50-14-2-q.cnf.gz.no_w.cnf, 924, 1456, 4959
cnf/soos/or-50-10-5-UC-40.cnf.gz.no_w.cnf, 100, 250, 666
cnf/soos/hash-6.cnf.gz.no_w.cnf, 282521, 1133816, 3321138
cnf/soos/75-18-2-q.cnf.gz.no_w.cnf, 1548, 2448, 6663
cnf/soos/90-23-3-q.cnf.gz.no_w.cnf, 2553, 4048, 9033
cnf/soos/sort.sk_8_52.cnf.gz.no_w.cnf, 12125, 49611, 132881
cnf/soos/90-10-6-q.cnf.gz.no_w.cnf, 460, 720, 1579
cnf/soos/90-15-1-q.cnf.gz.no_w.cnf, 1065, 1680, 3753
cnf/soos/75-10-9-q.cnf.gz.no_w.cnf, 460, 720, 1993
cnf/soos/or-60-5-4-UC-20.cnf.gz.no_w.cnf, 120, 300, 792
cnf/soos/75-17-2-q.cnf.gz.no_w.cnf, 1377, 2176, 5603
cnf/soos/blasted_squaring10.cnf.gz.no_w.cnf, 1099, 3632, 9800
cnf/soos/or-70-20-7-UC-20.cnf.gz.no_w.cnf, 140, 350, 928
cnf/soos/90-10-10-q.cnf.gz.no_w.cnf, 460, 720, 1583
cnf/soos/50-16-2-q.cnf.gz.no_w.cnf, 1216, 1920, 6783
cnf/soos/or-50-5-6.cnf.gz.no_w.cnf, 100, 250, 650
cnf/soos/15B-1.cnf.gz.no_w.cnf, 21525, 97603, 289354
cnf/soos/or-70-10-10-UC-30.cnf.gz.no_w.cnf, 140, 350, 929
cnf/soos/s344_3_2.cnf.gz.no_w.cnf, 197, 464, 1046
cnf/soos/75-15-10-q.cnf.gz.no_w.cnf, 1065, 1680, 4683
cnf/soos/75-24-2-q.cnf.gz.no_w.cnf, 2784, 4416, 12105
cnf/soos/or-70-10-8-UC-10.cnf.gz.no_w.cnf, 140, 350, 917
cnf/soos/or-50-20-9-UC-30.cnf.gz.no_w.cnf, 100, 250, 668
cnf/soos/or-70-20-5-UC-40.cnf.gz.no_w.cnf, 140, 350, 931
cnf/soos/or-100-10-8.cnf.gz.no_w.cnf, 200, 500, 1300
cnf/soos/brp.pm_14steps_12int_8fract_p1_N=400_MAX=4under.dimacs.gz.no_w.cnf, 104359, 62665, 248145
cnf/soos/or-100-5-3-UC-20.cnf.gz.no_w.cnf, 200, 500, 1322
cnf/soos/blasted_case_0_b14_1.cnf.gz.no_w.cnf, 812, 3000, 8537
cnf/soos/blasted_case_1_b14_even.cnf.gz.no_w.cnf, 1304, 4057, 10778
cnf/soos/or-50-10-4.cnf.gz.no_w.cnf, 100, 250, 650
cnf/soos/09A-1.cnf.gz.no_w.cnf, 3697, 15521, 46162
cnf/soos/s298_3_2.cnf.gz.no_w.cnf, 205, 510, 1154
cnf/soos/nand.pm_100steps_15int_8fract_lessThan10PercentAreErroneous_N=20_K=4over.dimacs.gz.no_w.cnf, 6500012, 3794066, 22457821
