file, q, comms
Benchmarks/Blasted_Real/blasted_case104.cnf, 0.477963, 819
Benchmarks/V3/s5378a_3_2.cnf, 0.539707, 1009
Benchmarks/V7/s5378a_7_4.cnf, 0.550644, 990
Benchmarks/51.sk_4_38.cnf, 0.601472, 138
Benchmarks/V15/s5378a_15_7.cnf, 0.550993, 1004
Benchmarks/32.sk_4_38.cnf, 0.585777, 109
Benchmarks/Blasted_Real/blasted_TR_ptb_2_linear.cnf, 0.553117, 602
Benchmarks/Blasted_Real/blasted_case141.cnf, 0.429362, 1013
Benchmarks/Blasted_Real/blasted_case_0_b12_even3.cnf, 0.567928, 642
Benchmarks/Blasted_Real/blasted_case_1_b12_even3.cnf, 0.567928, 642
Benchmarks/Blasted_Real/blasted_case_2_b12_even3.cnf, 0.567928, 642
Benchmarks/Blasted_Real/blasted_squaring40.cnf, 0.594426, 756
Benchmarks/Blasted_Real/blasted_squaring42.cnf, 0.594426, 756
Benchmarks/Blasted_Real/blasted_squaring41.cnf, 0.603776, 738
Benchmarks/70.sk_3_40.cnf, 0.61239, 280
Benchmarks/ProcessBean.sk_8_64.cnf, 0.604369, 296
Benchmarks/56.sk_6_38.cnf, 0.581663, 148
Benchmarks/35.sk_3_52.cnf, 0.556993, 61
Benchmarks/80.sk_2_48.cnf, 0.544554, 404
Benchmarks/Blasted_Real/blasted_squaring60.cnf, 0.556546, 998
Benchmarks/71.sk_3_65.cnf, 0.630151, 295
Benchmarks/79.sk_4_40.cnf, 0.550936, 147
Benchmarks/V3/s9234a_3_2.cnf, 0.588825, 1680
Benchmarks/V7/s9234a_7_4.cnf, 0.579908, 1719
Benchmarks/V15/s9234a_15_7.cnf, 0.586281, 1711
Benchmarks/7.sk_4_50.cnf, 0.59587, 447
Benchmarks/FMEasy/busybox-1.18.0.cnf, 0.857398, 323
Benchmarks/FMEasy/freebsd-icse11.cnf, 0.57777, 103
Benchmarks/doublyLinkedList.sk_8_37.cnf, 0.553891, 591
Benchmarks/57.sk_4_64.cnf, 0.578404, 314
Benchmarks/19.sk_3_48.cnf, 0.579548, 590
Benchmarks/63.sk_3_64.cnf, 0.610067, 404
Benchmarks/Pollard.sk_1_10.cnf, 0.66751, 78
Benchmarks/36.sk_3_77.cnf, 0.610727, 617
Benchmarks/LoginService.sk_20_34.cnf, 0.574613, 602
Benchmarks/Blasted_Real/blasted_TR_b12_even2_linear.cnf, 0.533906, 1372
Benchmarks/Blasted_Real/blasted_TR_b12_even3_linear.cnf, 0.542013, 1345
Benchmarks/Blasted_Real/blasted_TR_b12_even7_linear.cnf, 0.555146, 1328
Benchmarks/Blasted_Real/blasted_TR_b14_even3_linear.cnf, 0.539503, 1487
Benchmarks/Blasted_Real/blasted_TR_b14_even_linear.cnf, 0.557546, 1449
Benchmarks/29.sk_3_45.cnf, 0.632257, 469
Benchmarks/107.sk_3_90.cnf, 0.611569, 125
Benchmarks/V3/s13207a_3_2.cnf, 0.607107, 2682
Benchmarks/V7/s13207a_7_4.cnf, 0.603265, 2700
Benchmarks/V15/s13207a_15_7.cnf, 0.612781, 2677
Benchmarks/isolateRightmost.sk_7_481.cnf, 0.640711, 578
Benchmarks/17.sk_3_45.cnf, 0.602276, 478
Benchmarks/Blasted_Real/blasted_TR_b14_even2_linear.cnf, 0.542835, 1726
Benchmarks/81.sk_5_51.cnf, 0.604585, 544
Benchmarks/V3/s15850a_3_2.cnf, 0.586348, 3074
Benchmarks/V7/s15850a_7_4.cnf, 0.588321, 3067
Benchmarks/V15/s15850a_15_7.cnf, 0.587777, 3082
Benchmarks/FMEasy/uClinux-config.cnf, 0.418651, 614
Benchmarks/LoginService2.sk_23_36.cnf, 0.584989, 879
Benchmarks/sort.sk_8_52.cnf, 0.674519, 419
Benchmarks/FMEasy/coreboot.cnf, 0.314912, 381
Benchmarks/parity.sk_11_11.cnf, 0.410769, 1138
Benchmarks/77.sk_3_44.cnf, 0.693357, 282
Benchmarks/FMEasy/buildroot.cnf, 0.643168, 663
Benchmarks/20.sk_1_51.cnf, 0.641412, 894
Benchmarks/84.sk_4_77.cnf, 0.763914, 14
Benchmarks/enqueueSeqSK.sk_10_42.cnf, 0.505249, 1423
Benchmarks/tutorial2.sk_3_4.cnf, 0.645052, 3
Benchmarks/V3/s35932_3_2.cnf, 0.617563, 3347
Benchmarks/V7/s35932_7_4.cnf, 0.620522, 3302
Benchmarks/V15/s35932_15_7.cnf, 0.61302, 3376
Benchmarks/110.sk_3_88.cnf, 0.595516, 1427
Benchmarks/logcount.sk_16_86.cnf, 0.433118, 1899
Benchmarks/karatsuba.sk_7_41.cnf, 0.757729, 591
Benchmarks/54.sk_12_97.cnf, 0.585744, 1897
Benchmarks/V3/s38584_3_2.cnf, 0.519796, 5493
Benchmarks/V7/s38584_7_4.cnf, 0.517034, 5524
Benchmarks/V15/s38584_15_7.cnf, 0.520291, 5495
Benchmarks/FMEasy/2.6.28.6-icse11.cnf, 0.558912, 358
Benchmarks/V3/s38417_3_2.cnf, 0.584122, 6702
Benchmarks/V7/s38417_7_4.cnf, 0.584856, 6667
Benchmarks/V15/s38417_15_7.cnf, 0.585837, 6669
Benchmarks/30.sk_5_76.cnf, 0.623102, 2234
Benchmarks/signedAvg.sk_8_1020.cnf, 0.631326, 1542
Benchmarks/FMEasy/freetz.cnf, 0.566287, 722
Benchmarks/SetTest.sk_9_21.cnf, 0.707459, 1842
Benchmarks/FMEasy/embtoolkit.cnf, 0.627755, 2935
Benchmarks/xpose.sk_6_134.cnf, 0.599466, 1758
Benchmarks/compress.sk_17_291.cnf, 0.435478, 4794
Benchmarks/listReverse.sk_11_43.cnf, 0.508023, 4930
Benchmarks/FMEasy/2.6.32-2var.cnf, 0.600926, 3459
Benchmarks/FMEasy/2.6.33.3-2var.cnf, 0.57317, 3631
Benchmarks/lss.sk_6_7.cnf, 0.632736, 5942
Benchmarks/reverse.sk_11_258.cnf, 0.468791, 4344
Benchmarks/jburnim_morton.sk_13_530.cnf, 0.401259, 4664
Benchmarks/partition.sk_22_155.cnf, 0.743173, 5477
Benchmarks/log2.sk_72_391.cnf, 0.409867, 11119
Benchmarks/diagStencil.sk_35_36.cnf, 0.79967, 3297
Benchmarks/ConcreteRoleAffectationService.sk_119_273.cnf, 0.625525, 30925
Benchmarks/diagStencilClean.sk_41_36.cnf, 0.79486, 3962
Benchmarks/tutorial3.sk_4_31.cnf, 0.396008, 11543
