file, #v, #vu, #vf, #c-u, #c2, #v2, #c3, #v3, #c4, #v4, #c5, #v5
Benchmarks/Blasted_Real/blasted_squaring1.cnf, 891, 3, 0, 2433, 1271, 810, 1162, 842, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_squaring4.cnf, 891, 3, 0, 2435, 1270, 809, 1165, 842, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_squaring26.cnf, 894, 3, 0, 2652, 1116, 725, 1536, 839, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_case42.cnf, 903, 4, 0, 2434, 962, 725, 1472, 842, 0, 0, 0, 0
Benchmarks/V15/s1488_15_7.cnf, 941, 15, 0, 2738, 1704, 866, 1034, 878, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_case_2_ptb_1.cnf, 963, 42, 0, 2523, 1416, 847, 1107, 840, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_case_1_ptb_1.cnf, 966, 45, 0, 2523, 1416, 847, 1107, 840, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_squaring11.cnf, 966, 3, 0, 2785, 1286, 823, 1499, 918, 0, 0, 0, 0
Benchmarks/tableBasedAddition.sk_240_1024.cnf, 1026, 961, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0
Benchmarks/GuidanceService.sk_4_27.cnf, 988, 111, 1, 2968, 1975, 872, 964, 871, 3, 9, 0, 0
Benchmarks/Blasted_Real/blasted_squaring30.cnf, 1031, 3, 0, 3195, 1291, 805, 1904, 976, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_squaring28.cnf, 1060, 3, 0, 3332, 1295, 809, 2037, 1005, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_case37.cnf, 1084, 3, 0, 3133, 1006, 862, 2127, 1078, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_squaring10.cnf, 1099, 3, 0, 3147, 1512, 964, 1635, 1048, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_squaring8.cnf, 1101, 3, 0, 3157, 1512, 964, 1645, 1050, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_squaring29.cnf, 1141, 3, 0, 3666, 1328, 846, 2338, 1087, 0, 0, 0, 0
Benchmarks/FeatureModels/am31_sim.cnf, 1165, 33, 0, 2845, 2101, 1132, 220, 155, 302, 28, 222, 12
Benchmarks/FeatureModels/sparc_erc32.cnf, 1168, 33, 0, 2849, 2105, 1135, 220, 155, 302, 28, 222, 12
Benchmarks/FeatureModels/sparc_leon.cnf, 1168, 33, 0, 2849, 2105, 1135, 220, 155, 302, 28, 222, 12
Benchmarks/FeatureModels/sparclite_sim.cnf, 1168, 33, 0, 2849, 2105, 1135, 220, 155, 302, 28, 222, 12
Benchmarks/FeatureModels/calm16_ceb.cnf, 1173, 34, 0, 2867, 2121, 1139, 222, 160, 302, 28, 222, 12
Benchmarks/FeatureModels/calm32_ceb.cnf, 1173, 34, 0, 2867, 2121, 1139, 222, 160, 302, 28, 222, 12
Benchmarks/FeatureModels/tx39_sim.cnf, 1179, 38, 0, 2856, 2112, 1141, 220, 155, 302, 28, 222, 12
Benchmarks/FeatureModels/psim.cnf, 1181, 32, 0, 2875, 2130, 1149, 221, 157, 302, 28, 222, 12
Benchmarks/FeatureModels/h8300h_sim.cnf, 1182, 40, 0, 2863, 2119, 1142, 220, 155, 302, 28, 222, 12
Benchmarks/FeatureModels/h8s_sim.cnf, 1183, 40, 0, 2865, 2121, 1143, 220, 155, 302, 28, 222, 12
Benchmarks/FeatureModels/fads.cnf, 1187, 32, 0, 2888, 2142, 1155, 222, 159, 302, 28, 222, 12
Benchmarks/FeatureModels/sleb.cnf, 1188, 33, 0, 2886, 2142, 1155, 220, 155, 302, 28, 222, 12
Benchmarks/Blasted_Real/blasted_case209.cnf, 1189, 4, 0, 3012, 1954, 1124, 1058, 945, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_case212.cnf, 1189, 4, 0, 3012, 1954, 1124, 1058, 945, 0, 0, 0, 0
Benchmarks/FeatureModels/ceb_v850.cnf, 1189, 32, 0, 2905, 2156, 1157, 225, 164, 302, 28, 222, 12
Benchmarks/FeatureModels/stdeval1.cnf, 1190, 32, 0, 2929, 2160, 1158, 227, 161, 320, 32, 222, 12
Benchmarks/FeatureModels/edosk2674.cnf, 1194, 26, 0, 2948, 2172, 1168, 233, 167, 321, 36, 222, 12
Benchmarks/FeatureModels/jmr3904.cnf, 1199, 37, 0, 2906, 2160, 1162, 222, 160, 302, 28, 222, 12
Benchmarks/FeatureModels/h8max.cnf, 1202, 26, 0, 2986, 2187, 1176, 238, 168, 339, 40, 222, 12
Benchmarks/FeatureModels/cma28x.cnf, 1204, 32, 0, 2931, 2183, 1172, 224, 165, 302, 28, 222, 12
Benchmarks/FeatureModels/aki3068net.cnf, 1207, 26, 0, 2994, 2195, 1181, 238, 168, 339, 40, 222, 12
Benchmarks/FeatureModels/atlas_mips64_5kc.cnf, 1209, 27, 0, 2983, 2201, 1182, 239, 173, 321, 36, 222, 12
Benchmarks/FeatureModels/cma230.cnf, 1212, 39, 0, 3606, 2183, 1173, 231, 174, 324, 35, 250, 20
Benchmarks/FeatureModels/aeb.cnf, 1213, 39, 0, 3634, 2188, 1174, 236, 175, 342, 39, 250, 20
Benchmarks/FeatureModels/gps4020.cnf, 1213, 41, 0, 3607, 2182, 1172, 233, 175, 324, 35, 250, 20
Benchmarks/FeatureModels/mpc50.cnf, 1213, 41, 0, 3592, 2171, 1172, 229, 168, 324, 35, 250, 20
Benchmarks/FeatureModels/atlas_mips32_4kc.cnf, 1216, 27, 0, 2995, 2213, 1189, 239, 173, 321, 36, 222, 12
Benchmarks/FeatureModels/skmb91302.cnf, 1217, 34, 0, 2929, 2181, 1183, 224, 161, 302, 28, 222, 12
Benchmarks/FeatureModels/ref4955.cnf, 1218, 37, 0, 2970, 2199, 1181, 229, 166, 320, 32, 222, 12
Benchmarks/FeatureModels/snds.cnf, 1218, 34, 0, 3647, 2198, 1184, 238, 173, 343, 43, 250, 20
Benchmarks/FeatureModels/brutus.cnf, 1221, 42, 0, 3616, 2194, 1179, 230, 175, 324, 35, 250, 20
Benchmarks/FeatureModels/sa1100mm.cnf, 1222, 41, 0, 3623, 2199, 1181, 232, 176, 324, 35, 250, 20
Benchmarks/FeatureModels/prpmc1100.cnf, 1223, 42, 0, 3617, 2192, 1181, 233, 175, 324, 35, 250, 20
Benchmarks/FeatureModels/pid.cnf, 1229, 43, 0, 3639, 2214, 1186, 233, 175, 324, 35, 250, 20
Benchmarks/FeatureModels/mb93093.cnf, 1230, 24, 0, 3005, 2224, 1206, 238, 174, 321, 36, 222, 12
Benchmarks/FeatureModels/asb.cnf, 1231, 37, 0, 2953, 2203, 1194, 226, 166, 302, 28, 222, 12
Benchmarks/FeatureModels/linux.cnf, 1232, 46, 0, 3061, 2199, 1186, 259, 182, 376, 51, 227, 20
Benchmarks/FeatureModels/malta_mips32_4kc.cnf, 1232, 27, 0, 3130, 2234, 1205, 261, 185, 413, 51, 222, 12
Benchmarks/FeatureModels/malta_mips64_5kc.cnf, 1232, 27, 0, 3129, 2233, 1205, 261, 185, 413, 51, 222, 12
Benchmarks/FeatureModels/csb281.cnf, 1233, 13, 0, 3080, 2267, 1220, 251, 181, 340, 43, 222, 12
Benchmarks/FeatureModels/eb42.cnf, 1234, 41, 0, 3643, 2220, 1193, 231, 173, 324, 35, 250, 20
Benchmarks/FeatureModels/mac7100evb.cnf, 1234, 41, 0, 3634, 2212, 1193, 229, 172, 324, 35, 251, 25
Benchmarks/FeatureModels/mace1.cnf, 1234, 41, 0, 3634, 2212, 1193, 229, 172, 324, 35, 251, 25
Benchmarks/FeatureModels/frv400.cnf, 1238, 24, 0, 3018, 2237, 1214, 238, 174, 321, 36, 222, 12
Benchmarks/FeatureModels/eb40.cnf, 1240, 41, 0, 3680, 2234, 1199, 236, 174, 342, 39, 250, 20
Benchmarks/FeatureModels/ts6.cnf, 1240, 20, 0, 3164, 2267, 1220, 262, 186, 413, 51, 222, 12
Benchmarks/FeatureModels/vads.cnf, 1240, 20, 0, 3164, 2267, 1220, 262, 186, 413, 51, 222, 12
Benchmarks/FeatureModels/eb40a.cnf, 1241, 41, 0, 3681, 2235, 1200, 236, 174, 342, 39, 250, 20
Benchmarks/FeatureModels/grg.cnf, 1241, 31, 0, 3699, 2244, 1210, 244, 181, 343, 43, 250, 20
Benchmarks/FeatureModels/jtst.cnf, 1241, 41, 0, 3682, 2236, 1200, 236, 174, 342, 39, 250, 20
Benchmarks/FeatureModels/asb2305.cnf, 1242, 46, 0, 2956, 2206, 1196, 226, 166, 302, 28, 222, 12
Benchmarks/FMEasy/ecos-icse11.cnf, 1244, 23, 0, 3068, 2269, 1221, 238, 167, 339, 40, 222, 12
Benchmarks/FeatureModels/ebsa285.cnf, 1245, 14, 0, 3798, 2289, 1231, 261, 190, 380, 54, 250, 20
Benchmarks/FeatureModels/edb7xxx.cnf, 1246, 36, 0, 3708, 2255, 1210, 242, 179, 343, 43, 250, 20
Benchmarks/FeatureModels/ixdp425.cnf, 1247, 31, 0, 3706, 2253, 1216, 242, 180, 343, 43, 250, 20
Benchmarks/FeatureModels/excalibur_arm9.cnf, 1233, 41, 0, 50401, 2206, 1192, 501, 193, 4736, 57, 16660, 27
Benchmarks/FeatureModels/vrc4373.cnf, 1247, 39, 0, 2972, 2222, 1208, 226, 166, 302, 28, 222, 12
Benchmarks/FeatureModels/pati.cnf, 1248, 32, 0, 3146, 2259, 1216, 253, 175, 412, 47, 222, 12
Benchmarks/FeatureModels/picasso.cnf, 1248, 39, 0, 3702, 2247, 1209, 244, 181, 343, 43, 250, 20
Benchmarks/FeatureModels/cq7708.cnf, 1238, 44, 0, 49627, 2224, 1194, 469, 170, 4622, 35, 16632, 19
Benchmarks/Blasted_Real/blasted_TR_device_1_linear.cnf, 1249, 123, 0, 3213, 1486, 953, 1727, 1041, 0, 0, 0, 0
Benchmarks/FeatureModels/lpcmt.cnf, 1249, 41, 0, 3688, 2240, 1208, 238, 182, 342, 39, 250, 20
Benchmarks/FeatureModels/mcb2100.cnf, 1249, 41, 0, 3688, 2240, 1208, 238, 182, 342, 39, 250, 20
Benchmarks/FeatureModels/p2106.cnf, 1249, 41, 0, 3688, 2240, 1208, 238, 182, 342, 39, 250, 20
Benchmarks/FeatureModels/uE250.cnf, 1249, 39, 0, 3704, 2249, 1210, 244, 181, 343, 43, 250, 20
Benchmarks/FeatureModels/mb93091.cnf, 1250, 27, 0, 3045, 2255, 1223, 244, 176, 322, 36, 224, 17
Benchmarks/FeatureModels/dreamcast.cnf, 1252, 40, 0, 3058, 2254, 1212, 243, 173, 339, 40, 222, 12
Benchmarks/FeatureModels/stb.cnf, 1252, 35, 0, 3021, 2248, 1217, 231, 167, 320, 32, 222, 12
Benchmarks/FeatureModels/pc_vmWare.cnf, 1255, 25, 0, 3092, 2293, 1230, 238, 167, 339, 40, 222, 12
Benchmarks/FeatureModels/iq80321.cnf, 1256, 29, 0, 3733, 2278, 1227, 244, 181, 343, 43, 250, 20
Benchmarks/FeatureModels/pc_rltk8139.cnf, 1257, 12, 0, 3147, 2317, 1245, 250, 174, 358, 47, 222, 12
Benchmarks/FeatureModels/ipaq.cnf, 1258, 55, 0, 3697, 2250, 1203, 237, 174, 342, 39, 250, 20
Benchmarks/FeatureModels/iq80310.cnf, 1258, 29, 0, 3733, 2278, 1229, 244, 180, 343, 43, 250, 20
Benchmarks/FeatureModels/npwr.cnf, 1258, 29, 0, 3734, 2279, 1229, 244, 180, 343, 43, 250, 20
Benchmarks/FeatureModels/sh4_202_md.cnf, 1258, 32, 0, 3102, 2290, 1226, 251, 180, 339, 40, 222, 12
Benchmarks/FeatureModels/vrc4375.cnf, 1258, 25, 0, 3049, 2269, 1233, 237, 172, 321, 36, 222, 12
Benchmarks/FeatureModels/integrator_arm7.cnf, 1259, 31, 0, 3847, 2276, 1228, 268, 194, 435, 58, 250, 20
Benchmarks/FeatureModels/pc_i82544.cnf, 1259, 25, 0, 3097, 2298, 1234, 238, 167, 339, 40, 222, 12
Benchmarks/FeatureModels/pc_i82559.cnf, 1259, 25, 0, 3097, 2298, 1234, 238, 167, 339, 40, 222, 12
Benchmarks/FeatureModels/XSEngine.cnf, 1260, 27, 0, 3719, 2266, 1233, 242, 179, 343, 43, 250, 20
Benchmarks/FeatureModels/olpch2294.cnf, 1261, 41, 0, 3715, 2265, 1220, 240, 184, 342, 39, 250, 20
Benchmarks/FeatureModels/refidt334.cnf, 1263, 12, 0, 3110, 2298, 1251, 250, 182, 340, 43, 222, 12
Benchmarks/FeatureModels/sh7708.cnf, 1253, 46, 0, 49705, 2254, 1207, 481, 173, 4658, 43, 16632, 19
Benchmarks/FeatureModels/aim711.cnf, 1264, 29, 0, 3785, 2308, 1235, 246, 177, 363, 51, 250, 20
Benchmarks/FeatureModels/flexanet.cnf, 1265, 28, 0, 3797, 2313, 1237, 254, 192, 362, 51, 250, 20
Benchmarks/FeatureModels/innovator.cnf, 1256, 27, 0, 50367, 2258, 1229, 488, 186, 4663, 50, 16660, 27
Benchmarks/FeatureModels/nano.cnf, 1265, 18, 0, 3827, 2319, 1247, 260, 190, 380, 54, 250, 20
Benchmarks/FeatureModels/assabet.cnf, 1266, 54, 0, 3716, 2263, 1212, 242, 184, 343, 43, 250, 20
Benchmarks/FeatureModels/cme555.cnf, 1266, 32, 0, 3047, 2276, 1234, 229, 162, 320, 32, 222, 12
Benchmarks/FeatureModels/e7t.cnf, 1266, 28, 0, 3729, 2272, 1238, 244, 180, 345, 47, 250, 20
Benchmarks/FeatureModels/ocelot.cnf, 1266, 34, 0, 3044, 2262, 1232, 239, 175, 321, 36, 222, 12
Benchmarks/FeatureModels/cq7750.cnf, 1267, 55, 0, 3010, 2234, 1212, 234, 168, 320, 32, 222, 12
Benchmarks/FeatureModels/ec555.cnf, 1267, 32, 0, 3049, 2278, 1235, 229, 162, 320, 32, 222, 12
Benchmarks/FeatureModels/stm3210e_eval.cnf, 1269, 35, 0, 3076, 2298, 1234, 236, 175, 320, 32, 222, 12
Benchmarks/FeatureModels/eb55.cnf, 1270, 48, 0, 3732, 2281, 1222, 239, 179, 344, 43, 250, 20
Benchmarks/FeatureModels/adder.cnf, 1272, 22, 0, 3126, 2343, 1250, 240, 177, 321, 36, 222, 12
Benchmarks/FeatureModels/olpcl2294.cnf, 1273, 28, 0, 3791, 2311, 1245, 251, 190, 361, 47, 250, 20
Benchmarks/FeatureModels/olpce2294.cnf, 1274, 27, 0, 3797, 2317, 1247, 251, 190, 361, 47, 250, 20
Benchmarks/FeatureModels/phycore.cnf, 1274, 41, 0, 3716, 2270, 1233, 236, 174, 342, 39, 250, 20
Benchmarks/FeatureModels/adderII.cnf, 1276, 22, 0, 3131, 2348, 1254, 240, 177, 321, 36, 222, 12
Benchmarks/FeatureModels/cerf.cnf, 1276, 38, 0, 3796, 2312, 1238, 254, 191, 362, 51, 250, 20
Benchmarks/FeatureModels/moab.cnf, 1277, 11, 0, 3221, 2370, 1266, 266, 188, 361, 51, 224, 17
Benchmarks/FeatureModels/pc_usb_d12.cnf, 1281, 39, 0, 3097, 2317, 1242, 237, 175, 320, 32, 222, 12
Benchmarks/FeatureModels/smdk2410.cnf, 1265, 41, 0, 50330, 2251, 1224, 477, 180, 4644, 42, 16660, 27
Benchmarks/Blasted_Real/blasted_TR_b14_1_linear.cnf, 1287, 56, 0, 3424, 1416, 988, 2008, 1188, 0, 0, 0, 0
Benchmarks/FeatureModels/cerfpda.cnf, 1291, 38, 0, 3826, 2342, 1253, 254, 191, 362, 51, 250, 20
Benchmarks/FeatureModels/mbx.cnf, 1295, 22, 0, 3143, 2361, 1273, 239, 175, 321, 36, 222, 12
Benchmarks/FeatureModels/integrator_arm9.cnf, 1267, 30, 0, 50517, 2290, 1237, 514, 201, 4755, 65, 16660, 27
Benchmarks/FeatureModels/se7751.cnf, 1295, 41, 0, 3143, 2314, 1254, 250, 175, 357, 44, 222, 12
Benchmarks/FeatureModels/at91sam7sek.cnf, 1296, 60, 0, 3748, 2295, 1236, 243, 187, 342, 39, 250, 20
Benchmarks/FeatureModels/ts1000.cnf, 1297, 20, 0, 3147, 2365, 1277, 239, 175, 321, 36, 222, 12
Benchmarks/FeatureModels/viper.cnf, 1301, 22, 0, 3155, 2373, 1279, 239, 175, 321, 36, 222, 12
Benchmarks/Blasted_Real/blasted_case_1_b14_even.cnf, 1304, 193, 0, 2849, 1668, 1012, 1181, 891, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_case_2_b14_even.cnf, 1304, 193, 0, 2849, 1668, 1012, 1181, 891, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_case3_b14_even3.cnf, 1304, 193, 0, 2849, 1668, 1012, 1181, 891, 0, 0, 0, 0
Benchmarks/FeatureModels/rattler.cnf, 1311, 9, 0, 3220, 2408, 1302, 250, 181, 340, 43, 222, 12
Benchmarks/Blasted_Real/blasted_case1_b14_even3.cnf, 1318, 193, 0, 2883, 1678, 1021, 1205, 908, 0, 0, 0, 0
Benchmarks/FeatureModels/at91sam7xek.cnf, 1319, 47, 0, 3839, 2356, 1272, 254, 193, 361, 47, 250, 20
Benchmarks/FeatureModels/aaed2000.cnf, 1284, 31, 0, 50416, 2307, 1253, 488, 186, 4663, 50, 16660, 27
Benchmarks/FeatureModels/m5272c3.cnf, 1323, 31, 0, 3204, 2403, 1292, 255, 191, 324, 43, 222, 12
Benchmarks/FeatureModels/sam7ex256.cnf, 1332, 60, 0, 3839, 2356, 1272, 254, 193, 361, 47, 250, 20
Benchmarks/FeatureModels/phycore229x.cnf, 1360, 75, 0, 3847, 2366, 1285, 252, 190, 361, 47, 250, 20
Benchmarks/FeatureModels/hs7729pci.cnf, 1298, 32, 0, 49817, 2336, 1266, 492, 179, 4677, 51, 16632, 19
Benchmarks/IssueServiceImpl.sk_8_30.cnf, 1393, 247, 2, 4041, 2710, 1138, 1277, 1114, 7, 21, 3, 15
Benchmarks/FeatureModels/ea2468.cnf, 1395, 111, 0, 3893, 2385, 1284, 259, 187, 381, 55, 250, 20
Benchmarks/Blasted_Real/blasted_squaring9.cnf, 1434, 3, 0, 4357, 1913, 1167, 2444, 1391, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_squaring14.cnf, 1458, 3, 0, 4351, 2014, 1228, 2337, 1414, 0, 0, 0, 0
Benchmarks/10.sk_1_46.cnf, 1494, 1121, 14, 1088, 657, 342, 431, 311, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_case_0_ptb_1.cnf, 1507, 43, 0, 3838, 2334, 1376, 1504, 1189, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_squaring12.cnf, 1507, 3, 0, 4518, 2081, 1260, 2437, 1463, 0, 0, 0, 0
Benchmarks/27.sk_3_32.cnf, 1509, 1064, 11, 1534, 866, 406, 668, 411, 0, 0, 0, 0
Benchmarks/FeatureModels/se77x9.cnf, 1319, 46, 0, 49791, 2361, 1273, 478, 175, 4640, 39, 16632, 19
Benchmarks/UserServiceImpl.sk_8_32.cnf, 1509, 262, 1, 4322, 2912, 1241, 1336, 1181, 11, 32, 5, 20
Benchmarks/Blasted_Real/blasted_case_1_4_b14_even.cnf, 1532, 217, 0, 3377, 1980, 1200, 1397, 1059, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_case49.cnf, 1510, 3, 0, 4836, 1536, 1231, 3300, 1472, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_case_3_4_b14_even.cnf, 1532, 217, 0, 3377, 1980, 1200, 1397, 1059, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_TR_b14_2_linear.cnf, 1570, 135, 0, 3955, 1752, 1196, 2203, 1325, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_squaring16.cnf, 1627, 3, 0, 4971, 2143, 1342, 2828, 1583, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_squaring7.cnf, 1628, 3, 0, 5141, 2062, 1261, 3079, 1583, 0, 0, 0, 0
Benchmarks/FMEasy/fiasco.cnf, 1638, 1007, 6, 3344, 2276, 625, 664, 475, 311, 349, 63, 107
Benchmarks/PhaseService.sk_14_27.cnf, 1686, 161, 1, 5482, 3616, 1512, 1792, 1498, 9, 19, 2, 6
Benchmarks/FMEasy/uClinux.cnf, 1850, 1244, 0, 606, 606, 606, 0, 0, 0, 0, 0, 0
Benchmarks/ActivityService.sk_11_27.cnf, 1837, 371, 1, 4971, 3401, 1458, 1503, 1352, 3, 7, 0, 0
Benchmarks/IterationService.sk_12_27.cnf, 1896, 130, 1, 6570, 4277, 1752, 2212, 1759, 5, 14, 1, 5
Benchmarks/Blasted_Real/blasted_TR_b12_1_linear.cnf, 1914, 187, 0, 5417, 2126, 1322, 3291, 1612, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_TR_b14_3_linear.cnf, 1942, 214, 0, 4840, 2172, 1451, 2668, 1606, 0, 0, 0, 0
Benchmarks/ActivityService2.sk_10_27.cnf, 1952, 101, 1, 6740, 4321, 1830, 2348, 1847, 5, 15, 1, 5
Benchmarks/111.sk_2_36.cnf, 2348, 1173, 11, 4108, 2525, 1126, 1577, 1144, 1, 4, 3, 15
Benchmarks/Blasted_Real/blasted_TR_ptb_1_linear.cnf, 1969, 60, 0, 5461, 2624, 1654, 2837, 1861, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_TR_b12_2_linear.cnf, 2426, 333, 0, 6466, 2672, 1648, 3794, 1927, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_TR_device_1_even_linear.cnf, 2447, 366, 0, 5533, 2764, 1846, 2769, 1813, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_case142.cnf, 2457, 4, 0, 6765, 2715, 2095, 4050, 2399, 0, 0, 0, 0
Benchmarks/ConcreteActivityService.sk_13_28.cnf, 2481, 108, 1, 8903, 5661, 2345, 3140, 2361, 6, 17, 1, 5
Benchmarks/53.sk_4_32.cnf, 2586, 1107, 10, 5071, 2805, 1351, 2253, 1399, 4, 16, 3, 15
Benchmarks/Blasted_Real/blasted_case_0_b12_even2.cnf, 2669, 243, 0, 7006, 3574, 2118, 3432, 2240, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_case_1_b12_even2.cnf, 2669, 243, 0, 7006, 3574, 2118, 3432, 2240, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_case_2_b12_even2.cnf, 2669, 243, 0, 7006, 3574, 2118, 3432, 2240, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_case_0_b12_even1.cnf, 2681, 243, 0, 7036, 3584, 2127, 3452, 2254, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_case_1_b12_even1.cnf, 2681, 243, 0, 7036, 3584, 2127, 3452, 2254, 0, 0, 0, 0
Benchmarks/FMEasy/freebsd-icse11.cnf, 1396, 4, 59, 61788, 1687, 919, 2022, 667, 3498, 555, 4631, 366
Benchmarks/Blasted_Real/blasted_case_2_b12_even1.cnf, 2681, 243, 0, 7036, 3584, 2127, 3452, 2254, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_case_2_ptb_2.cnf, 2848, 181, 0, 7951, 3880, 2343, 4071, 2516, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_case_1_ptb_2.cnf, 2851, 184, 0, 7951, 3880, 2343, 4071, 2516, 0, 0, 0, 0
Benchmarks/55.sk_3_46.cnf, 3128, 2022, 17, 3757, 2328, 1054, 1423, 1034, 1, 4, 3, 15
Benchmarks/ProjectService3.sk_12_55.cnf, 3175, 271, 1, 10748, 6812, 2775, 3807, 2835, 3, 10, 1, 5
Benchmarks/Blasted_Real/blasted_case_0_ptb_2.cnf, 3391, 181, 0, 9266, 4798, 2872, 4468, 2864, 0, 0, 0, 0
Benchmarks/109.sk_4_36.cnf, 3565, 1803, 11, 6232, 3406, 1660, 2823, 1708, 0, 0, 2, 10
Benchmarks/NotificationServiceImpl2.sk_10_36.cnf, 3540, 344, 3, 12833, 7998, 3110, 4668, 3154, 20, 72, 35, 142
Benchmarks/Blasted_Real/blasted_case104.cnf, 3666, 50, 0, 10503, 4428, 3181, 6075, 3567, 0, 0, 0, 0
Benchmarks/V3/s5378a_3_2.cnf, 3679, 3, 0, 8363, 6930, 3676, 1433, 2454, 0, 0, 0, 0
Benchmarks/V7/s5378a_7_4.cnf, 3697, 7, 0, 8427, 6938, 3683, 1489, 2469, 0, 0, 0, 0
Benchmarks/51.sk_4_38.cnf, 3708, 1910, 9, 6323, 3529, 1707, 2791, 1700, 1, 4, 2, 10
Benchmarks/V15/s5378a_15_7.cnf, 3766, 15, 0, 8687, 6954, 3691, 1733, 2530, 0, 0, 0, 0
Benchmarks/32.sk_4_38.cnf, 3834, 2857, 13, 3100, 2103, 952, 997, 896, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_TR_ptb_2_linear.cnf, 3857, 199, 0, 10904, 5088, 3150, 5816, 3507, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_case141.cnf, 4155, 400, 0, 10253, 4560, 3526, 5693, 3591, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_case_0_b12_even3.cnf, 4157, 311, 0, 11058, 5574, 3329, 5484, 3569, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_case_1_b12_even3.cnf, 4157, 311, 0, 11058, 5574, 3329, 5484, 3569, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_case_2_b12_even3.cnf, 4157, 311, 0, 11058, 5574, 3329, 5484, 3569, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_squaring40.cnf, 4173, 3, 0, 11639, 5695, 3765, 5944, 4004, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_squaring42.cnf, 4173, 3, 0, 11639, 5695, 3765, 5944, 4004, 0, 0, 0, 0
Benchmarks/Blasted_Real/blasted_squaring41.cnf, 4185, 3, 0, 11699, 5695, 3765, 6004, 4016, 0, 0, 0, 0
Benchmarks/70.sk_3_40.cnf, 4670, 658, 6, 14153, 8649, 3861, 5492, 3987, 4, 16, 6, 30
Benchmarks/35.sk_3_52.cnf, 4915, 4401, 25, 1380, 975, 489, 405, 393, 0, 0, 0, 0
Benchmarks/ProcessBean.sk_8_64.cnf, 4768, 1485, 1, 12058, 7764, 3161, 4129, 3181, 18, 40, 10, 30
Benchmarks/56.sk_6_38.cnf, 4842, 2950, 9, 6626, 3553, 1800, 3073, 1804, 0, 0, 0, 0
Benchmarks/80.sk_2_48.cnf, 4969, 650, 6, 15481, 9068, 4057, 6400, 4286, 5, 20, 6, 30
Benchmarks/Blasted_Real/blasted_squaring60.cnf, 5186, 3, 0, 14728, 7364, 4729, 7364, 4973, 0, 0, 0, 0
Benchmarks/71.sk_3_65.cnf, 5670, 2356, 15, 12235, 5934, 2896, 6269, 3049, 8, 24, 7, 35
Benchmarks/V3/s9234a_3_2.cnf, 6295, 3, 0, 14470, 12096, 6292, 2374, 3710, 0, 0, 0, 0
Benchmarks/V7/s9234a_7_4.cnf, 6313, 7, 0, 14534, 12104, 6299, 2430, 3724, 0, 0, 0, 0
Benchmarks/79.sk_4_40.cnf, 5707, 4742, 6, 3081, 2076, 944, 976, 813, 3, 12, 1, 5
Benchmarks/V15/s9234a_15_7.cnf, 6382, 15, 0, 14794, 12120, 6307, 2674, 3785, 0, 0, 0, 0
Benchmarks/FMEasy/busybox-1.18.0.cnf, 6796, 3951, 0, 12681, 5497, 2845, 3366, 1969, 2757, 2321, 665, 518
Benchmarks/7.sk_4_50.cnf, 6683, 1362, 11, 18863, 10786, 4938, 8042, 5154, 2, 8, 12, 60
