file, Z, nbv, nbc
Benchmarks/Blasted_Real/blasted_case_0_ptb_1.cnf, 5.00000000, 3, 4
Benchmarks/ProjectService3.sk_12_55.cnf, 0, 45, 135
Benchmarks/Blasted_Real/blasted_case115.cnf, 0, 62, 186
Benchmarks/109.sk_4_36.cnf, 0, 63, 189
Benchmarks/Blasted_Real/blasted_case_1_4_b14_even.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_case_3_4_b14_even.cnf, 5.00000000, 3, 4
Benchmarks/NotificationServiceImpl2.sk_10_36.cnf, 0, 21, 63
Benchmarks/V15/s5378a_15_7.cnf, 0, 8, 24
Benchmarks/51.sk_4_38.cnf, 0, 107, 321
Benchmarks/32.sk_4_38.cnf, 1.00000000, 6, 17
Benchmarks/UserServiceImpl.sk_8_32.cnf, 0, 30, 90
Benchmarks/Blasted_Real/blasted_case104.cnf, 0, 92, 276
Benchmarks/Blasted_Real/blasted_TR_ptb_2_linear.cnf, 0, 55, 165
Benchmarks/Blasted_Real/blasted_case141.cnf, 0, 71, 213
Benchmarks/Blasted_Real/blasted_squaring40.cnf, 0, 81, 243
Benchmarks/Blasted_Real/blasted_squaring42.cnf, 0, 81, 243
Benchmarks/Blasted_Real/blasted_squaring41.cnf, 0, 77, 231
Benchmarks/70.sk_3_40.cnf, 0, 73, 219
Benchmarks/V3/s5378a_3_2.cnf, 8.00000000, 3, 1
Benchmarks/56.sk_6_38.cnf, 0, 85, 255
Benchmarks/35.sk_3_52.cnf, 6.00000000, 4, 6
Benchmarks/ProcessBean.sk_8_64.cnf, 0, 98, 294
Benchmarks/80.sk_2_48.cnf, 0, 92, 276
Benchmarks/71.sk_3_65.cnf, 0, 36, 108
Benchmarks/79.sk_4_40.cnf, 6.00000000, 4, 6
Benchmarks/IterationService.sk_12_27.cnf, 0, 71, 213
Benchmarks/V7/s9234a_7_4.cnf, 0, 8, 24
Benchmarks/V7/s5378a_7_4.cnf, 0, 19, 57
Benchmarks/V15/s9234a_15_7.cnf, 0, 12, 36
Benchmarks/FMEasy/busybox-1.18.0.cnf, 0, 22, 66
Benchmarks/7.sk_4_50.cnf, 0, 83, 249
Benchmarks/doublyLinkedList.sk_8_37.cnf, 0, 115, 345
Benchmarks/57.sk_4_64.cnf, 0, 77, 231
Benchmarks/19.sk_3_48.cnf, 0, 141, 423
Benchmarks/63.sk_3_64.cnf, 0, 66, 198
Benchmarks/Pollard.sk_1_10.cnf, 0, 74, 222
Benchmarks/36.sk_3_77.cnf, 0, 105, 315
Benchmarks/LoginService.sk_20_34.cnf, 0, 26, 78
Benchmarks/FMEasy/2.6.28.6-icse11.cnf, 0, 32, 96
Benchmarks/Blasted_Real/blasted_TR_b12_even2_linear.cnf, 0, 207, 621
Benchmarks/Blasted_Real/blasted_TR_b12_even3_linear.cnf, 0, 106, 318
Benchmarks/Blasted_Real/blasted_TR_b12_even7_linear.cnf, 0, 207, 621
Benchmarks/Blasted_Real/blasted_TR_b14_even3_linear.cnf, 0, 105, 315
Benchmarks/Blasted_Real/blasted_squaring60.cnf, 2.00000000, 33, 97
Benchmarks/29.sk_3_45.cnf, 0, 64, 192
Benchmarks/107.sk_3_90.cnf, 6.00000000, 4, 6
Benchmarks/V7/s13207a_7_4.cnf, 0, 8, 24
Benchmarks/Blasted_Real/blasted_TR_b14_even_linear.cnf, 0, 138, 414
Benchmarks/V15/s13207a_15_7.cnf, 0, 27, 81
Benchmarks/17.sk_3_45.cnf, 0, 78, 234
Benchmarks/V3/s9234a_3_2.cnf, 8.00000000, 3, 1
Benchmarks/Blasted_Real/blasted_case_0_b12_even2.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_case_1_b12_even2.cnf, 5.00000000, 3, 4
Benchmarks/81.sk_5_51.cnf, 0, 87, 261
Benchmarks/Blasted_Real/blasted_case_2_b12_even2.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_case_1_b12_even1.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_case_2_b12_even1.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_case_0_b12_even1.cnf, 5.00000000, 3, 4
Benchmarks/V7/s15850a_7_4.cnf, 0, 8, 24
Benchmarks/V15/s15850a_15_7.cnf, 0, 8, 24
Benchmarks/FMEasy/uClinux-config.cnf, 0, 27, 81
Benchmarks/77.sk_3_44.cnf, 0, 54, 162
Benchmarks/FMEasy/buildroot.cnf, 0, 20, 60
Benchmarks/84.sk_4_77.cnf, 8.00000000, 3, 1
Benchmarks/LoginService2.sk_23_36.cnf, 0, 65, 195
Benchmarks/FMEasy/coreboot.cnf, 0, 56, 168
Benchmarks/20.sk_1_51.cnf, 0, 133, 399
Benchmarks/enqueueSeqSK.sk_10_42.cnf, 0, 68, 204
Benchmarks/sort.sk_8_52.cnf, 0, 42, 126
Benchmarks/Blasted_Real/blasted_TR_b14_even2_linear.cnf, 0, 87, 261
Benchmarks/V7/s35932_7_4.cnf, 0, 8, 24
Benchmarks/tutorial2.sk_3_4.cnf, 0, 117, 351
Benchmarks/110.sk_3_88.cnf, 0, 55, 165
Benchmarks/isolateRightmost.sk_7_481.cnf, 0, 74, 222
Benchmarks/V15/s35932_15_7.cnf, 0, 8, 24
Benchmarks/karatsuba.sk_7_41.cnf, 0, 47, 141
Benchmarks/54.sk_12_97.cnf, 0, 82, 246
Benchmarks/V7/s38584_7_4.cnf, 0, 8, 24
Benchmarks/V15/s38584_15_7.cnf, 0, 23, 69
Benchmarks/Blasted_Real/blasted_case_1_ptb_2.cnf, 4.00000000, 13, 35
Benchmarks/Blasted_Real/blasted_case_2_ptb_2.cnf, 4.00000000, 13, 35
Benchmarks/V7/s38417_7_4.cnf, 0, 8, 24
Benchmarks/V15/s38417_15_7.cnf, 0, 8, 24
Benchmarks/30.sk_5_76.cnf, 0, 35, 105
Benchmarks/FMEasy/embtoolkit.cnf, 0, 36, 108
Benchmarks/SetTest.sk_9_21.cnf, 0, 39, 117
Benchmarks/parity.sk_11_11.cnf, 0, 182, 546
Benchmarks/Blasted_Real/blasted_case_0_ptb_2.cnf, 5.00000000, 3, 4
Benchmarks/xpose.sk_6_134.cnf, 0, 72, 216
Benchmarks/listReverse.sk_11_43.cnf, 0, 66, 198
Benchmarks/signedAvg.sk_8_1020.cnf, 0, 89, 267
Benchmarks/V3/s13207a_3_2.cnf, 8.00000000, 3, 1
Benchmarks/Blasted_Real/blasted_case_0_b12_even3.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_case_1_b12_even3.cnf, 5.00000000, 3, 4
Benchmarks/Blasted_Real/blasted_case_2_b12_even3.cnf, 5.00000000, 3, 4
Benchmarks/lss.sk_6_7.cnf, 0, 59, 177
Benchmarks/reverse.sk_11_258.cnf, 0, 18, 54
Benchmarks/V3/s15850a_3_2.cnf, 8.00000000, 3, 1
Benchmarks/partition.sk_22_155.cnf, 0, 75, 225
Benchmarks/FMEasy/2.6.32-2var.cnf, 0, 219, 657
Benchmarks/ConcreteRoleAffectationService.sk_119_273.cnf, 0, 50, 150
Benchmarks/diagStencil.sk_35_36.cnf, 0, 96, 288
Benchmarks/diagStencilClean.sk_41_36.cnf, 0, 51, 153
Benchmarks/V3/s38417_3_2.cnf, 8.00000000, 3, 1
Benchmarks/tutorial3.sk_4_31.cnf, 0, 81, 243
Benchmarks/V3/s35932_3_2.cnf, 7.99999998, 3, 1
Benchmarks/V3/s38584_3_2.cnf, 8.00000000, 3, 1
