file, Z, nbv, nbc
Benchmarks/V15/s5378a_15_7.cnf, 0, 42, 84
Benchmarks/V3/s5378a_3_2.cnf, 0, 87, 174
Benchmarks/ProcessBean.sk_8_64.cnf, 0, 14, 28
Benchmarks/56.sk_6_38.cnf, 0, 28, 56
Benchmarks/70.sk_3_40.cnf, 0, 80, 160
Benchmarks/35.sk_3_52.cnf, 0, 24, 48
Benchmarks/Blasted_Real/blasted_case_2_ptb_2.cnf, 0, 14, 28
Benchmarks/80.sk_2_48.cnf, 0, 33, 66
Benchmarks/Blasted_Real/blasted_case_1_ptb_2.cnf, 0, 23, 46
Benchmarks/71.sk_3_65.cnf, 0, 18, 36
Benchmarks/79.sk_4_40.cnf, 0, 25, 50
Benchmarks/Blasted_Real/blasted_case_0_ptb_2.cnf, 0, 132, 264
Benchmarks/7.sk_4_50.cnf, 0, 27, 54
Benchmarks/FMEasy/busybox-1.18.0.cnf, 0, 12, 24
Benchmarks/Blasted_Real/blasted_case141.cnf, 0, 134, 268
Benchmarks/Blasted_Real/blasted_case_0_b12_even3.cnf, 0, 61, 122
Benchmarks/Blasted_Real/blasted_case_1_b12_even3.cnf, 0, 61, 122
Benchmarks/Blasted_Real/blasted_case104.cnf, 0, 36, 72
Benchmarks/V3/s9234a_3_2.cnf, 0, 50, 100
Benchmarks/V7/s9234a_7_4.cnf, 0, 50, 100
Benchmarks/Blasted_Real/blasted_case_2_b12_even3.cnf, 0, 61, 122
Benchmarks/V15/s9234a_15_7.cnf, 0, 50, 100
Benchmarks/57.sk_4_64.cnf, 0, 16, 32
Benchmarks/doublyLinkedList.sk_8_37.cnf, 0, 14, 28
Benchmarks/Blasted_Real/blasted_squaring42.cnf, 0, 45, 90
Benchmarks/Blasted_Real/blasted_squaring40.cnf, 0, 45, 90
Benchmarks/63.sk_3_64.cnf, 0, 24, 48
Benchmarks/19.sk_3_48.cnf, 0, 35, 70
Benchmarks/36.sk_3_77.cnf, 0, 6, 12
Benchmarks/107.sk_3_90.cnf, 0, 26, 52
Benchmarks/LoginService.sk_20_34.cnf, 0, 27, 54
Benchmarks/Blasted_Real/blasted_TR_ptb_2_linear.cnf, 0, 64, 128
Benchmarks/Pollard.sk_1_10.cnf, 0, 25, 50
Benchmarks/Blasted_Real/blasted_squaring41.cnf, 0, 31, 62
Benchmarks/29.sk_3_45.cnf, 0, 14, 28
Benchmarks/17.sk_3_45.cnf, 0, 39, 78
Benchmarks/isolateRightmost.sk_7_481.cnf, 0, 14, 28
Benchmarks/81.sk_5_51.cnf, 0, 12, 24
Benchmarks/V15/s13207a_15_7.cnf, 0, 17, 34
Benchmarks/V3/s13207a_3_2.cnf, 0, 17, 34
Benchmarks/V7/s13207a_7_4.cnf, 0, 17, 34
Benchmarks/Blasted_Real/blasted_squaring60.cnf, 0, 49, 98
Benchmarks/FMEasy/uClinux-config.cnf, 0, 12, 24
Benchmarks/LoginService2.sk_23_36.cnf, 0, 14, 28
Benchmarks/77.sk_3_44.cnf, 0, 22, 44
Benchmarks/V3/s15850a_3_2.cnf, 0, 87, 174
Benchmarks/84.sk_4_77.cnf, 0, 21, 42
Benchmarks/V15/s15850a_15_7.cnf, 0, 134, 268
Benchmarks/V7/s15850a_7_4.cnf, 0, 127, 254
Benchmarks/FMEasy/buildroot.cnf, 0, 9, 18
Benchmarks/20.sk_1_51.cnf, 0, 14, 28
Benchmarks/sort.sk_8_52.cnf, 0, 24, 48
Benchmarks/FMEasy/coreboot.cnf, 0, 8, 16
Benchmarks/parity.sk_11_11.cnf, 0, 24, 48
Benchmarks/Blasted_Real/blasted_TR_b14_even3_linear.cnf, 0, 15, 30
Benchmarks/FMEasy/freebsd-icse11.cnf, 0, 20, 40
Benchmarks/Blasted_Real/blasted_TR_b14_even_linear.cnf, 0, 61, 122
Benchmarks/Blasted_Real/blasted_TR_b12_even7_linear.cnf, 0, 28, 56
Benchmarks/Blasted_Real/blasted_TR_b12_even2_linear.cnf, 0, 28, 56
Benchmarks/enqueueSeqSK.sk_10_42.cnf, 0, 24, 48
Benchmarks/tutorial2.sk_3_4.cnf, 0, 25, 50
Benchmarks/Blasted_Real/blasted_TR_b14_even2_linear.cnf, 0, 19, 38
Benchmarks/110.sk_3_88.cnf, 0, 26, 52
Benchmarks/Blasted_Real/blasted_TR_b12_even3_linear.cnf, 0, 41, 82
Benchmarks/logcount.sk_16_86.cnf, 0, 9, 18
Benchmarks/V3/s35932_3_2.cnf, 0, 19, 38
Benchmarks/54.sk_12_97.cnf, 0, 13, 26
Benchmarks/V15/s35932_15_7.cnf, 0, 19, 38
Benchmarks/V7/s35932_7_4.cnf, 0, 19, 38
Benchmarks/karatsuba.sk_7_41.cnf, 0, 12, 24
Benchmarks/30.sk_5_76.cnf, 0, 21, 42
Benchmarks/V15/s38584_15_7.cnf, 0, 98, 196
Benchmarks/signedAvg.sk_8_1020.cnf, 0, 10, 20
Benchmarks/V3/s38584_3_2.cnf, 0, 98, 196
Benchmarks/V7/s38584_7_4.cnf, 0, 98, 196
Benchmarks/FMEasy/2.6.28.6-icse11.cnf, 0, 4, 8
Benchmarks/V7/s38417_7_4.cnf, 0, 52, 104
Benchmarks/SetTest.sk_9_21.cnf, 0, 21, 42
Benchmarks/V15/s38417_15_7.cnf, 0, 38, 76
Benchmarks/V3/s38417_3_2.cnf, 0, 39, 78
Benchmarks/FMEasy/freetz.cnf, 0, 11, 22
Benchmarks/xpose.sk_6_134.cnf, 0, 41, 82
Benchmarks/compress.sk_17_291.cnf, 0, 33, 66
Benchmarks/FMEasy/embtoolkit.cnf, 0, 16, 32
Benchmarks/FMEasy/2.6.32-2var.cnf, 0, 4, 8
Benchmarks/listReverse.sk_11_43.cnf, 0, 13, 26
Benchmarks/FMEasy/2.6.33.3-2var.cnf, 0, 4, 8
Benchmarks/lss.sk_6_7.cnf, 0, 25, 50
Benchmarks/reverse.sk_11_258.cnf, 0, 14, 28
Benchmarks/jburnim_morton.sk_13_530.cnf, 0, 24, 48
Benchmarks/partition.sk_22_155.cnf, 0, 25, 50
Benchmarks/log2.sk_72_391.cnf, 0, 24, 48
Benchmarks/ConcreteRoleAffectationService.sk_119_273.cnf, 0, 25, 50
Benchmarks/diagStencil.sk_35_36.cnf, 0, 17, 34
Benchmarks/diagStencilClean.sk_41_36.cnf, 0, 17, 34
